date,open_price,close_price,lowest_price,highest_price,turnover_volume,turnover_amount,amplitude,amplitude_up_down,amount_up_down,turnover_rate
1993-05-12,1138.52,1140.19,1160.51,1133.93,248629.0,490369984.0,2.34,0.3,3.45,0.0
1993-05-13,1140.21,1177.28,1177.28,1140.21,193316.0,362447008.0,3.25,3.25,37.09,0.0
1993-05-14,1180.46,1167.47,1201.44,1161.19,257025.0,499320992.0,3.42,-0.83,-9.81,0.0
1993-05-17,1162.07,1140.04,1162.07,1097.61,194832.0,333078016.0,5.52,-2.35,-27.43,0.0
1993-05-18,1140.04,1130.26,1148.34,1128.75,194902.0,331719008.0,1.72,-0.86,-9.78,0.0
1993-05-19,1129.1,1147.22,1147.22,1127.43,117362.0,192080992.0,1.75,1.5,16.96,0.0
1993-05-20,1148.56,1165.4,1175.2,1148.56,243879.0,418852000.0,2.32,1.58,18.18,0.0
1993-05-21,1177.3,1143.97,1178.54,1133.2,153564.0,246662000.0,3.89,-1.84,-21.43,0.0
1993-05-24,1136.29,1026.13,1143.97,1024.69,386972.0,605216000.0,10.43,-10.3,-117.84,0.0
1993-05-25,1020.32,997.95,1020.32,965.29,301064.0,475956000.0,5.36,-2.75,-28.18,0.0
1993-05-26,1003.89,995.45,1008.55,992.94,202565.0,314099008.0,1.56,-0.25,-2.5,0.0
1993-05-27,1001.19,963.61,1001.63,942.21,253022.0,333873984.0,5.97,-3.2,-31.84,0.0
1993-05-28,962.21,972.77,980.96,959.25,218419.0,315795008.0,2.25,0.95,9.16,0.0
1993-05-31,975.05,935.48,980.03,930.64,341908.0,329464992.0,5.08,-3.83,-37.29,0.0
1993-06-01,935.9,928.58,935.9,859.48,275858.0,318072000.0,8.17,-0.74,-6.9,0.0
1993-06-02,958.61,1081.2,1081.2,904.32,998846.0,1632418944.0,19.05,16.44,152.62,0.0
1993-06-03,1102.08,1018.29,1177.91,961.32,1103748.0,2175693056.0,20.03,-5.82,-62.91,0.0
1993-06-04,1024.74,1004.3,1031.03,981.89,501040.0,851142016.0,4.83,-1.37,-13.99,0.0
1993-06-07,1006.26,1064.98,1068.84,982.03,449563.0,821819008.0,8.64,6.04,60.68,0.0
1993-06-08,1094.11,1074.58,1101.69,1054.31,1012363.0,1905351040.0,4.45,0.9,9.6,0.0
1993-06-09,1071.33,1065.19,1081.18,1053.32,454705.0,682380032.0,2.59,-0.87,-9.39,0.0
1993-06-10,1069.36,1044.44,1070.06,1040.38,323044.0,582025024.0,2.79,-1.95,-20.75,0.0
1993-06-11,1043.94,1047.0,1052.56,1024.2,279582.0,482832000.0,2.72,0.25,2.56,0.0
1993-06-14,1046.07,1000.43,1046.07,990.16,421872.0,819934976.0,5.34,-4.45,-46.57,0.0
1993-06-15,998.7,1001.61,1002.96,981.84,233735.0,382174016.0,2.11,0.12,1.18,0.0
1993-06-16,1004.4,1004.24,1013.81,997.33,150297.0,253328992.0,1.65,0.26,2.63,0.0
1993-06-17,998.21,998.0,1016.23,998.0,134334.0,217200992.0,1.82,-0.62,-6.24,0.0
1993-06-18,994.2,1005.98,1007.25,989.21,148634.0,246544000.0,1.81,0.8,7.98,0.0
1993-06-21,1003.98,977.61,1003.98,967.74,175266.0,270902016.0,3.6,-2.82,-28.37,0.0
1993-06-22,972.1,981.13,987.07,971.63,163053.0,162668992.0,1.58,0.36,3.52,0.0
1993-06-23,981.4,986.02,991.21,980.53,136034.0,132857000.0,1.09,0.5,4.89,0.0
1993-06-24,985.62,980.17,993.8,974.17,137405.0,152818000.0,1.99,-0.59,-5.85,0.0
1993-06-25,979.93,1006.64,1041.22,979.93,224396.0,312422016.0,6.25,2.7,26.47,0.0
1993-06-28,1006.63,1002.42,1010.52,983.97,328364.0,496783008.0,2.64,-0.42,-4.22,0.0
1993-06-29,1008.23,1028.44,1037.49,1002.61,832428.0,1468988032.0,3.48,2.6,26.02,0.0
1993-06-30,1037.89,1007.05,1043.05,1003.86,580651.0,1106797056.0,3.81,-2.08,-21.39,0.0
1993-07-01,1000.8,997.53,1009.89,980.05,399043.0,636201024.0,2.96,-0.95,-9.52,0.0
1993-07-02,995.7,986.98,1002.87,986.98,264050.0,372539008.0,1.59,-1.06,-10.55,0.0
1993-07-05,976.67,952.31,980.92,946.87,286417.0,436288992.0,3.45,-3.51,-34.67,0.0
1993-07-06,938.42,897.64,938.42,895.69,326224.0,476734016.0,4.49,-5.74,-54.67,0.0
1993-07-07,897.22,903.79,909.93,869.65,233996.0,326028992.0,4.49,0.69,6.15,0.0
1993-07-08,904.46,896.16,909.11,895.62,120236.0,163976992.0,1.49,-0.84,-7.63,0.0
1993-07-09,896.16,868.57,896.24,865.31,174936.0,232010000.0,3.45,-3.08,-27.59,0.0
1993-07-12,855.5,845.52,855.5,828.55,433849.0,533241984.0,3.1,-2.65,-23.05,0.0
1993-07-13,853.66,870.05,870.05,853.66,284326.0,376500992.0,1.94,2.9,24.53,0.0
1993-07-14,870.05,836.39,870.05,833.08,308157.0,469980992.0,4.25,-3.87,-33.66,0.0
1993-07-15,833.89,838.7,847.3,830.61,179234.0,227158000.0,2.0,0.28,2.31,0.0
1993-07-16,841.62,846.87,849.66,839.28,190163.0,269163008.0,1.24,0.97,8.17,0.0
1993-07-19,846.87,836.98,849.04,836.71,336058.0,286147008.0,1.46,-1.17,-9.89,0.0
1993-07-20,835.79,808.21,838.34,803.22,194281.0,242551008.0,4.2,-3.44,-28.77,0.0
1993-07-21,809.53,811.74,820.07,808.2,162937.0,145735008.0,1.47,0.44,3.53,0.0
1993-07-22,812.1,815.53,815.53,804.1,148959.0,119825000.0,1.41,0.47,3.79,0.0
1993-07-23,816.08,813.54,818.55,811.47,202724.0,173168992.0,0.87,-0.24,-1.99,0.0
1993-07-26,810.07,787.81,810.07,787.8,245459.0,234455008.0,2.74,-3.16,-25.73,0.0
1993-07-27,788.19,791.62,798.85,777.73,148110.0,170851008.0,2.68,0.48,3.81,0.0
1993-07-28,792.88,798.33,818.06,791.23,439473.0,498868000.0,3.39,0.85,6.71,0.0
1993-07-29,801.16,806.67,810.63,801.16,259667.0,250168992.0,1.19,1.04,8.34,0.0
1993-07-30,810.09,881.07,901.12,810.09,1222136.0,1433112960.0,11.28,9.22,74.4,0.0
1993-08-02,885.31,843.27,913.15,842.35,1327101.0,1518909056.0,8.04,-4.29,-37.8,0.0
1993-08-03,842.29,832.72,853.35,830.67,307480.0,358107008.0,2.69,-1.25,-10.55,0.0
1993-08-04,833.4,850.54,855.86,823.0,343278.0,313256000.0,3.95,2.14,17.82,0.0
1993-08-05,853.71,849.3,863.94,842.72,538329.0,602014976.0,2.49,-0.15,-1.24,0.0
1993-08-06,841.39,855.52,860.73,841.39,524069.0,617720000.0,2.28,0.73,6.22,0.0
1993-08-09,866.65,885.27,887.45,861.34,1088235.0,1380780032.0,3.05,3.48,29.75,0.0
1993-08-10,897.46,862.08,911.77,861.19,1438811.0,1680656000.0,5.71,-2.62,-23.19,0.0
1993-08-11,862.4,883.02,883.02,861.78,435531.0,457620000.0,2.46,2.43,20.94,0.0
1993-08-12,896.74,917.04,917.96,893.51,1015689.0,1079757952.0,2.77,3.85,34.02,0.0
1993-08-13,929.42,947.26,947.26,922.52,1332467.0,1521376000.0,2.7,3.3,30.22,0.0
1993-08-16,969.9,1023.87,1023.87,967.35,1432882.0,1921106048.0,5.97,8.09,76.61,0.0
1993-08-17,1042.42,974.11,1042.47,973.48,1542719.0,2112173056.0,6.74,-4.86,-49.76,0.0
1993-08-18,974.11,947.93,988.14,947.93,642828.0,850556032.0,4.13,-2.69,-26.18,0.0
1993-08-19,944.58,968.51,980.43,944.47,448297.0,625742976.0,3.79,2.17,20.58,0.0
1993-08-20,973.0,946.54,977.39,937.99,451256.0,571390976.0,4.07,-2.27,-21.97,0.0
1993-08-23,933.72,893.23,937.3,888.68,497704.0,634803968.0,5.14,-5.63,-53.31,0.0
1993-08-24,878.09,894.44,902.3,873.13,342213.0,386944000.0,3.27,0.14,1.21,0.0
1993-08-25,904.74,911.4,921.21,904.74,285673.0,350712992.0,1.84,1.9,16.96,0.0
1993-08-26,913.27,903.91,914.15,896.0,170181.0,193440992.0,1.99,-0.82,-7.49,0.0
1993-08-27,903.47,894.59,903.77,886.3,411332.0,523032000.0,1.93,-1.03,-9.32,0.0
1993-08-30,901.09,899.27,911.18,884.51,231770.0,265575008.0,2.98,0.52,4.68,0.0
1993-08-31,895.76,895.68,909.72,893.99,169092.0,187428992.0,1.75,-0.4,-3.59,0.0
1993-09-01,898.01,893.97,900.18,886.57,245553.0,199892992.0,1.52,-0.19,-1.71,0.0
1993-09-02,894.27,901.39,901.39,893.0,171555.0,154355008.0,0.94,0.83,7.42,0.0
1993-09-03,907.89,922.69,926.11,905.71,323168.0,404959008.0,2.26,2.36,21.3,0.0
1993-09-06,940.46,947.53,947.53,933.74,497809.0,655361024.0,1.49,2.69,24.84,0.0
1993-09-07,947.12,909.04,947.12,908.29,345944.0,454292000.0,4.1,-4.06,-38.49,0.0
1993-09-08,907.98,909.13,918.26,896.56,263978.0,313452992.0,2.39,0.01,0.09,0.0
1993-09-09,911.95,901.66,914.79,900.82,237052.0,324868000.0,1.54,-0.82,-7.47,0.0
1993-09-10,887.83,903.56,908.91,887.65,171504.0,185086000.0,2.36,0.21,1.9,0.0
1993-09-13,895.62,879.24,895.62,873.55,295061.0,340126016.0,2.44,-2.69,-24.32,0.0
1993-09-14,875.14,876.62,879.93,865.61,138936.0,159394000.0,1.63,-0.3,-2.62,0.0
1993-09-15,876.38,880.78,903.24,876.25,100191.0,112045000.0,3.08,0.47,4.16,0.0
1993-09-16,885.02,875.08,885.79,874.35,114538.0,116415000.0,1.3,-0.65,-5.7,0.0
1993-09-17,874.51,881.41,883.17,868.74,142359.0,169476992.0,1.65,0.72,6.33,0.0
1993-09-20,875.97,875.0,878.23,865.74,177122.0,178963008.0,1.42,-0.73,-6.41,0.0
1993-09-21,875.13,890.23,896.68,875.13,266000.0,297139008.0,2.46,1.74,15.23,0.0
1993-09-22,891.05,881.24,892.32,881.04,179432.0,169932000.0,1.27,-1.01,-8.99,0.0
1993-09-23,882.68,884.02,888.82,881.68,172349.0,167679008.0,0.81,0.32,2.78,0.0
1993-09-24,873.16,875.81,915.06,864.38,467085.0,568177984.0,5.73,-0.93,-8.21,0.0
1993-09-27,876.61,880.98,884.3,876.39,312158.0,318673984.0,0.9,0.59,5.17,0.0
1993-09-28,886.11,898.15,898.15,883.92,559591.0,553948032.0,1.62,1.95,17.17,0.0
1993-09-29,904.76,886.12,909.84,885.46,488694.0,469279008.0,2.71,-1.34,-12.03,0.0
1993-09-30,887.13,890.27,896.58,883.55,524829.0,610470016.0,1.47,0.47,4.15,0.0
1993-10-04,895.69,892.55,901.37,891.33,563428.0,639219008.0,1.13,0.26,2.28,0.0
1993-10-05,894.37,885.86,896.0,885.04,357402.0,385454016.0,1.23,-0.75,-6.69,0.0
1993-10-06,886.33,885.04,891.13,879.42,436478.0,608054016.0,1.32,-0.09,-0.82,0.0
1993-10-07,887.0,887.62,934.4,880.99,1618615.0,3408867072.0,6.03,0.29,2.58,0.0
1993-10-08,897.72,874.76,898.9,874.28,1195029.0,2241702912.0,2.77,-1.45,-12.86,0.0
1993-10-11,872.95,868.38,879.68,866.93,635130.0,1044638016.0,1.46,-0.73,-6.38,0.0
1993-10-12,868.48,871.42,875.62,866.85,554009.0,792358976.0,1.01,0.35,3.04,0.0
1993-10-13,874.36,859.7,879.29,854.79,607545.0,799372992.0,2.81,-1.34,-11.72,0.0
1993-10-14,858.33,855.04,859.48,848.53,417466.0,575073984.0,1.27,-0.54,-4.66,0.0
1993-10-15,855.67,856.92,862.54,854.97,268426.0,366012000.0,0.89,0.22,1.88,0.0
1993-10-18,852.82,835.25,852.82,835.25,554465.0,549878016.0,2.05,-2.53,-21.67,0.0
1993-10-19,839.2,839.6,846.39,836.77,576583.0,581100992.0,1.15,0.52,4.35,0.0
1993-10-20,843.58,843.85,846.78,837.97,691591.0,777291008.0,1.05,0.51,4.25,0.0
1993-10-21,846.25,832.25,846.43,831.87,742611.0,1083249024.0,1.73,-1.37,-11.6,0.0
1993-10-22,827.75,818.81,844.5,818.81,1056350.0,2003889024.0,3.09,-1.61,-13.44,0.0
1993-10-25,792.78,784.97,797.48,774.54,813707.0,1191264000.0,2.8,-4.13,-33.84,0.0
1993-10-26,789.25,783.23,792.43,781.13,995521.0,1855890048.0,1.44,-0.22,-1.74,0.0
1993-10-27,787.79,778.38,789.41,776.41,901031.0,1737293056.0,1.66,-0.62,-4.85,0.0
1993-10-28,779.64,824.66,829.1,778.27,1160734.0,1610291968.0,6.53,5.95,46.28,0.0
1993-10-29,834.51,814.82,834.79,809.8,999240.0,1390732032.0,3.03,-1.19,-9.84,0.0
1993-11-01,801.86,816.71,823.25,801.86,646971.0,1022379008.0,2.63,0.23,1.89,0.0
1993-11-02,821.85,812.67,824.49,810.81,549003.0,841057984.0,1.68,-0.49,-4.04,0.0
1993-11-03,812.63,805.71,814.74,804.73,571874.0,733212992.0,1.23,-0.86,-6.96,0.0
1993-11-04,804.66,804.26,806.66,793.32,504402.0,700646976.0,1.66,-0.18,-1.45,0.0
1993-11-05,804.26,814.39,816.4,803.03,518531.0,619547008.0,1.66,1.26,10.13,0.0
1993-11-08,833.26,836.99,836.99,819.09,818185.0,1065228032.0,2.2,2.78,22.6,0.0
1993-11-09,840.89,846.15,846.15,834.75,679881.0,823214016.0,1.36,1.09,9.16,0.0
1993-11-10,848.45,833.17,856.77,828.66,1169090.0,2198479872.0,3.32,-1.53,-12.98,0.0
1993-11-11,836.55,848.27,851.44,836.55,1114973.0,2055608960.0,1.79,1.81,15.1,0.0
1993-11-12,858.2,865.97,868.91,858.2,983109.0,1456374016.0,1.26,2.09,17.7,0.0
1993-11-15,875.8,890.46,893.42,875.8,1354358.0,1650499968.0,2.03,2.83,24.49,0.0
1993-11-16,890.92,880.33,891.43,876.61,1278614.0,1532187008.0,1.66,-1.14,-10.13,0.0
1993-11-17,881.93,887.65,894.96,881.93,1062975.0,1191453952.0,1.48,0.83,7.32,0.0
1993-11-18,895.69,903.07,903.28,892.41,877493.0,1064897984.0,1.22,1.74,15.42,0.0
1993-11-19,907.41,924.67,924.67,904.6,1620731.0,1951330048.0,2.22,2.39,21.6,0.0
1993-11-22,924.67,949.77,954.35,898.49,1884341.0,2476503040.0,6.04,2.71,25.1,0.0
1993-11-23,955.82,957.95,971.46,949.82,2135691.0,2876176896.0,2.28,0.86,8.18,0.0
1993-11-24,955.24,953.23,963.62,945.43,1893822.0,2704579072.0,1.9,-0.49,-4.72,0.0
1993-11-25,959.9,986.69,992.89,959.9,2354818.0,3356403968.0,3.46,3.51,33.46,0.01
1993-11-26,986.69,965.39,1011.76,963.46,1918993.0,2803762944.0,4.9,-2.16,-21.3,0.0
1993-11-29,968.44,972.96,974.85,956.34,1386637.0,1921928960.0,1.92,0.78,7.57,0.0
1993-11-30,984.54,984.93,990.4,979.08,1603177.0,2272509952.0,1.16,1.23,11.97,0.0
1993-12-01,993.67,974.8,993.74,971.49,1217881.0,1815472000.0,2.26,-1.03,-10.13,0.0
1993-12-02,974.35,972.8,980.94,964.43,778228.0,1073545024.0,1.69,-0.21,-2.0,0.0
1993-12-03,975.65,980.67,982.1,970.1,806229.0,1168038016.0,1.23,0.81,7.87,0.0
1993-12-06,986.12,995.72,1004.01,979.72,2062968.0,2864756992.0,2.48,1.53,15.05,0.0
1993-12-07,1006.7,1022.34,1022.34,1006.7,2402835.0,3843186944.0,1.57,2.67,26.62,0.01
1993-12-08,1044.85,1009.67,1044.85,1004.02,2223643.0,3406758912.0,3.99,-1.24,-12.67,0.0
1993-12-09,1016.78,984.9,1016.78,969.95,1246421.0,2004909952.0,4.64,-2.45,-24.77,0.0
1993-12-10,986.02,978.57,994.48,957.65,1284583.0,1855793024.0,3.74,-0.64,-6.33,0.0
1993-12-13,982.38,950.77,982.38,947.83,986699.0,1281954048.0,3.53,-2.84,-27.8,0.0
1993-12-14,942.01,925.2,953.67,914.95,920584.0,1159597056.0,4.07,-2.69,-25.57,0.0
1993-12-15,926.05,940.61,940.61,903.82,988407.0,1243628032.0,3.98,1.67,15.41,0.0
1993-12-16,941.43,908.08,948.36,908.08,979969.0,1389314048.0,4.28,-3.46,-32.53,0.0
1993-12-17,884.47,901.7,913.33,884.47,902744.0,1145469056.0,3.18,-0.7,-6.38,0.0
1993-12-20,823.77,783.79,836.04,750.46,1319581.0,1551908992.0,9.49,-13.08,-117.91,0.0
1993-12-21,786.82,840.34,840.34,778.93,1239165.0,1404919040.0,7.84,7.21,56.55,0.0
1993-12-22,837.54,821.19,852.63,819.68,2060196.0,2868365056.0,3.92,-2.28,-19.15,0.0
1993-12-23,820.54,833.77,839.41,820.54,1031247.0,914540032.0,2.3,1.53,12.58,0.0
1993-12-24,841.66,834.39,845.07,828.81,918481.0,969681024.0,1.95,0.07,0.62,0.0
1993-12-27,841.49,839.9,843.97,837.83,1004940.0,1168685952.0,0.74,0.66,5.51,0.0
1993-12-28,851.38,839.57,854.65,836.17,1438026.0,1933943040.0,2.2,-0.04,-0.33,0.0
1993-12-29,839.56,821.16,839.56,820.06,937012.0,1155118976.0,2.32,-2.19,-18.41,0.0
1993-12-30,819.14,826.23,835.21,816.36,739747.0,802905024.0,2.3,0.62,5.07,0.0
1993-12-31,829.16,833.8,834.86,825.46,697063.0,687526016.0,1.14,0.92,7.57,0.0
1994-01-03,837.7,833.9,840.65,831.66,1010056.0,1048326016.0,1.08,0.01,0.1,0.0
1994-01-04,835.97,832.69,836.97,829.89,652743.0,692748032.0,0.85,-0.15,-1.21,0.0
1994-01-05,829.3,846.98,847.05,823.1,894121.0,975052992.0,2.88,1.72,14.29,0.0
1994-01-06,850.78,869.33,869.33,850.78,1845117.0,1970032000.0,2.19,2.64,22.35,0.0
1994-01-07,875.18,879.64,883.99,873.01,1686884.0,1752262016.0,1.26,1.19,10.31,0.0
1994-01-10,891.99,900.3,900.3,889.73,1875951.0,1896704000.0,1.2,2.35,20.66,0.0
1994-01-11,903.54,891.79,907.09,884.0,1368500.0,1590900992.0,2.56,-0.95,-8.51,0.0
1994-01-12,891.83,888.04,900.23,885.88,1274299.0,1306062976.0,1.61,-0.42,-3.75,0.0
1994-01-13,889.02,897.46,899.14,888.8,807921.0,838601984.0,1.16,1.06,9.42,0.0
1994-01-14,900.13,849.23,900.99,842.62,2429254.0,2505558016.0,6.5,-5.37,-48.23,0.01
1994-01-17,861.34,859.28,868.88,856.5,1083501.0,1061638976.0,1.46,1.18,10.05,0.0
1994-01-18,859.3,835.06,859.3,826.01,952694.0,1078340992.0,3.87,-2.82,-24.22,0.0
1994-01-19,835.08,807.5,835.08,794.17,961660.0,910652032.0,4.9,-3.3,-27.56,0.0
1994-01-20,791.0,802.61,804.25,777.83,897650.0,823342016.0,3.27,-0.61,-4.89,0.0
1994-01-21,800.55,812.88,815.75,794.97,831843.0,708300032.0,2.59,1.28,10.27,0.0
1994-01-24,830.16,839.2,839.2,824.42,1252907.0,982574016.0,1.82,3.24,26.32,0.0
1994-01-25,838.06,815.89,842.04,815.23,1397286.0,921422976.0,3.19,-2.78,-23.31,0.0
1994-01-26,828.34,812.41,828.4,810.32,854492.0,658691008.0,2.22,-0.43,-3.48,0.0
1994-01-27,813.54,818.6,819.79,813.54,387437.0,306904992.0,0.77,0.76,6.19,0.0
1994-01-28,818.32,799.26,818.34,795.07,968163.0,889296000.0,2.84,-2.36,-19.34,0.0
1994-01-31,781.54,770.25,781.74,760.78,812960.0,679262976.0,2.62,-3.63,-29.01,0.0
1994-02-01,770.25,755.15,770.28,750.61,491702.0,408251008.0,2.55,-1.96,-15.1,0.0
1994-02-02,753.1,772.2,772.2,753.1,582879.0,462969984.0,2.53,2.26,17.05,0.0
1994-02-03,775.2,780.17,792.52,775.2,1066853.0,911052992.0,2.24,1.03,7.97,0.0
1994-02-04,784.06,797.86,797.88,782.34,1419538.0,1472177024.0,1.99,2.27,17.69,0.0
1994-02-14,813.95,779.91,818.57,779.09,1149078.0,1193152000.0,4.95,-2.25,-17.95,0.0
1994-02-15,775.85,772.76,777.42,761.64,643441.0,587140992.0,2.02,-0.92,-7.15,0.0
1994-02-16,775.14,776.1,779.25,773.13,538945.0,429422016.0,0.79,0.43,3.34,0.0
1994-02-17,773.67,768.57,774.48,763.81,514818.0,333628992.0,1.37,-0.97,-7.53,0.0
1994-02-18,768.13,769.18,771.8,768.13,492712.0,363310016.0,0.48,0.08,0.61,0.0
1994-02-21,769.94,754.41,769.94,752.62,449855.0,374332992.0,2.25,-1.92,-14.77,0.0
1994-02-22,751.68,768.17,772.82,749.74,647103.0,646342976.0,3.06,1.82,13.76,0.0
1994-02-23,768.52,759.71,769.96,757.24,402096.0,386183008.0,1.66,-1.1,-8.46,0.0
1994-02-24,761.41,758.84,761.41,749.63,1472418.0,1571170944.0,1.55,-0.11,-0.87,0.0
1994-02-25,767.57,787.42,787.67,765.45,2347516.0,2715415040.0,2.93,3.77,28.58,0.01
1994-02-28,785.82,770.98,795.2,770.98,2850034.0,3629447936.0,3.08,-2.09,-16.44,0.01
1994-03-01,771.52,757.29,775.68,756.63,1227367.0,1410733056.0,2.47,-1.78,-13.69,0.0
1994-03-02,755.53,742.06,760.44,740.63,1291178.0,1430258944.0,2.62,-2.01,-15.23,0.0
1994-03-03,739.39,734.45,745.71,727.99,1002258.0,1073348992.0,2.39,-1.03,-7.61,0.0
1994-03-04,729.14,726.3,735.97,724.33,1135285.0,1155725952.0,1.58,-1.11,-8.15,0.0
1994-03-07,718.35,718.4,718.79,714.05,307824.0,295460992.0,0.65,-1.09,-7.9,0.0
1994-03-08,721.65,711.27,728.76,705.65,1712448.0,1945965952.0,3.22,-0.99,-7.13,0.0
1994-03-09,715.87,716.11,722.04,710.0,2695066.0,3339812096.0,1.69,0.68,4.84,0.01
1994-03-10,717.72,698.89,741.44,694.03,2940279.0,3942113024.0,6.62,-2.4,-17.22,0.01
1994-03-11,700.32,717.38,717.95,694.32,3169069.0,4164253952.0,3.38,2.65,18.49,0.01
1994-03-14,774.77,788.42,788.42,751.2,4827181.0,5307555840.0,5.19,9.9,71.04,0.01
1994-03-15,800.76,772.76,800.94,766.6,4687746.0,4264984064.0,4.36,-1.99,-15.66,0.01
1994-03-16,767.66,793.87,793.87,766.65,3699463.0,4222514944.0,3.52,2.73,21.11,0.01
1994-03-17,805.41,776.04,807.52,772.09,3455372.0,3472025088.0,4.46,-2.25,-17.83,0.01
1994-03-18,777.05,765.22,781.18,753.06,2566185.0,2802097920.0,3.62,-1.39,-10.82,0.01
1994-03-21,755.86,731.62,757.55,731.05,1679037.0,1783117056.0,3.46,-4.39,-33.6,0.0
1994-03-22,726.16,739.31,739.32,724.38,1309988.0,1324606976.0,2.04,1.05,7.69,0.0
1994-03-23,739.38,725.21,740.38,723.89,1986507.0,1787241984.0,2.23,-1.91,-14.1,0.0
1994-03-24,725.2,724.3,735.49,719.82,2825216.0,3615560960.0,2.16,-0.13,-0.91,0.01
1994-03-25,732.61,719.05,737.16,714.59,2314904.0,2703843072.0,3.12,-0.72,-5.25,0.01
1994-03-28,702.42,702.23,709.19,696.52,1986218.0,1926715008.0,1.76,-2.34,-16.82,0.0
1994-03-29,706.37,706.91,711.48,700.52,2201980.0,2221872128.0,1.56,0.67,4.68,0.0
1994-03-30,710.35,706.34,714.1,703.99,2023568.0,1817848960.0,1.43,-0.08,-0.57,0.0
1994-03-31,709.91,704.46,713.6,701.46,2496753.0,2069537024.0,1.72,-0.27,-1.88,0.01
1994-04-01,704.93,698.84,705.41,691.86,1654987.0,1424888064.0,1.92,-0.8,-5.62,0.0
1994-04-04,698.19,694.38,700.21,692.51,2181421.0,2321317120.0,1.1,-0.64,-4.46,0.0
1994-04-05,695.2,682.75,698.59,681.02,1503539.0,1452960000.0,2.53,-1.67,-11.63,0.0
1994-04-06,682.23,679.74,683.48,675.57,1097687.0,1015694976.0,1.16,-0.44,-3.01,0.0
1994-04-07,678.11,677.31,684.55,674.72,1188220.0,1044025024.0,1.45,-0.36,-2.43,0.0
1994-04-08,678.13,678.85,680.57,675.25,914266.0,818888000.0,0.79,0.23,1.54,0.0
1994-04-11,668.85,659.05,670.27,657.1,1173086.0,1018790016.0,1.94,-2.92,-19.8,0.0
1994-04-12,655.34,665.61,665.81,652.56,1078185.0,833452992.0,2.01,1.0,6.56,0.0
1994-04-13,673.6,656.79,674.5,654.94,1548426.0,1127906944.0,2.94,-1.33,-8.82,0.0
1994-04-14,651.82,636.08,654.57,634.58,1630720.0,1035092992.0,3.04,-3.15,-20.71,0.0
1994-04-15,630.57,626.79,630.83,592.31,2369345.0,1465576960.0,6.06,-1.46,-9.29,0.01
1994-04-18,619.51,604.15,619.53,597.73,1587921.0,1252747008.0,3.48,-3.61,-22.64,0.0
1994-04-19,597.78,572.73,600.66,571.44,1710162.0,1325933056.0,4.84,-5.2,-31.42,0.0
1994-04-20,560.79,540.24,563.24,536.87,1814450.0,1333554944.0,4.6,-5.67,-32.49,0.0
1994-04-21,536.34,582.43,588.0,536.34,2191990.0,1688465024.0,9.56,7.81,42.19,0.0
1994-04-22,586.83,566.07,599.01,563.79,3213060.0,2682669056.0,6.05,-2.81,-16.36,0.01
1994-04-25,566.63,560.8,572.39,555.76,1931556.0,1510770048.0,2.94,-0.93,-5.27,0.0
1994-04-26,565.47,579.72,579.91,565.47,1423889.0,1199421056.0,2.57,3.37,18.92,0.0
1994-04-27,590.99,598.5,598.58,583.29,2916956.0,2605338880.0,2.64,3.24,18.78,0.01
1994-04-28,605.98,599.63,616.09,593.81,3579686.0,2876528128.0,3.72,0.19,1.13,0.01
1994-04-29,598.35,592.56,610.95,585.77,2604835.0,1740136960.0,4.2,-1.18,-7.07,0.01
1994-05-03,593.94,605.77,605.77,588.95,1400761.0,947684992.0,2.84,2.23,13.21,0.0
1994-05-04,615.81,619.58,620.94,610.38,2380003.0,1909351040.0,1.74,2.28,13.81,0.01
1994-05-05,608.36,590.87,609.85,585.23,1907679.0,1524800000.0,3.97,-4.63,-28.71,0.0
1994-05-06,589.23,585.8,592.75,575.25,1776204.0,1485782016.0,2.96,-0.86,-5.07,0.0
1994-05-09,587.94,581.7,588.38,576.94,1749043.0,1091294976.0,1.95,-0.7,-4.1,0.0
1994-05-10,584.77,595.38,595.42,584.54,1716041.0,1264363008.0,1.87,2.35,13.68,0.0
1994-05-11,603.27,591.18,606.73,589.64,2548720.0,2033319040.0,2.87,-0.71,-4.2,0.01
1994-05-12,586.15,582.16,593.7,580.39,1844336.0,1389959040.0,2.25,-1.53,-9.02,0.0
1994-05-13,582.51,590.39,590.4,575.28,1466810.0,1058992000.0,2.6,1.41,8.23,0.0
1994-05-16,597.12,592.57,597.12,588.48,2653975.0,1430441984.0,1.46,0.37,2.18,0.01
1994-05-17,592.29,592.02,594.98,589.53,1637435.0,946819008.0,0.92,-0.09,-0.55,0.0
1994-05-18,590.32,583.32,591.61,581.73,1945166.0,828636992.0,1.67,-1.47,-8.7,0.0
1994-05-19,578.8,590.54,590.63,576.85,1231949.0,689524992.0,2.36,1.24,7.22,0.0
1994-05-20,592.38,594.22,597.72,588.37,2057304.0,1465319040.0,1.58,0.62,3.68,0.0
1994-05-23,594.52,587.65,597.15,586.39,1585670.0,957902976.0,1.81,-1.11,-6.57,0.0
1994-05-24,586.5,590.46,590.52,586.5,1047124.0,657769024.0,0.68,0.48,2.81,0.0
1994-05-25,591.23,586.76,592.85,585.15,1076634.0,727299968.0,1.3,-0.63,-3.7,0.0
1994-05-26,586.09,577.46,587.16,575.93,1099491.0,676742976.0,1.91,-1.58,-9.3,0.0
